Time(s),Alpha,Beta,AlphaBetaRatio,AI_State
31.69,1.5085643095358306e-05,9.312509511128312e-06,1.6199331745466874,Not Calm
32.24,2.095191061841035e-05,3.629038238644389e-05,0.5773405855937424,Not Calm
32.79,2.5032251158794717e-05,3.673409385682606e-05,0.6814446344140086,Not Calm
33.34,1.742009610544416e-05,1.4556704247009798e-05,1.1967060544643924,Not Calm
33.88,1.55449003789294e-05,9.157202573428964e-06,1.697559953957481,Not Calm
34.43,3.8456504637032864e-05,2.1970874587072145e-05,1.7503401826189027,Not Calm
34.97,0.00014294006403567112,5.637105375403317e-05,2.5356996989868086,Not Calm
35.52,7.344352389372314e-05,2.8729910832948732e-05,2.5563436072170074,Not Calm
36.06,9.610713256761683e-05,5.24482053842693e-05,1.8324198485624843,Not Calm
36.61,0.00010411955701328319,6.35972846892945e-05,1.6371698496557026,Not Calm
37.16,0.0007399872639579506,0.00040137815642269953,1.8436161811921197,Not Calm
37.71,0.0006699657437523253,0.00034833986171635536,1.9233105865382183,Not Calm
38.25,0.0007747377162515911,0.0004024008951573957,1.9252882525237895,Not Calm
38.81,0.0007157935939457269,0.00029482678467697106,2.4278445214195545,Not Calm
39.36,0.00035497993488332863,0.0001574451216802452,2.2546264444080792,Not Calm
39.90,0.00026066910559257954,0.0001461699624023137,1.7833288133106442,Not Calm
40.45,0.0014898025689700112,0.001122642281524334,1.3270501151507883,Not Calm
41.00,0.001848853812321134,0.002532758218573463,0.7299764338984052,Not Calm
41.55,0.0011193125485588484,0.002356772541685478,0.47493448296811736,Not Calm
42.09,0.0011981534992774295,0.0020420968755194718,0.5867270616006606,Not Calm
42.64,0.003123438484994564,0.0031621108784258382,0.9877700703997685,Not Calm
43.19,0.0019762533113468973,0.00262110035347024,0.7539784994231187,Not Calm
43.73,0.00022005660628266906,0.00041157257048706766,0.5346726727251219,Not Calm
44.28,0.00011196525551250445,9.784352465167687e-05,1.1443297439570066,Not Calm
44.83,0.0009155388038148953,0.0007987821387834443,1.1461683472408046,Not Calm
45.37,0.00041942784792360047,0.00036579651031223143,1.1466152248570964,Not Calm
45.92,6.69346303468578e-07,6.016312038145429e-07,1.1125525059616237,Not Calm
46.47,2.7322685031038196e-07,1.8506426882512787e-07,1.4763889974274897,Not Calm
47.02,0.0003057796400068816,0.00016756452112737594,1.8248471570807043,Not Calm
47.56,0.0007190996920216949,0.0004008747005078657,1.7938265775083135,Not Calm
48.11,0.00010679031360472118,6.201917891694226e-05,1.7218917675085255,Not Calm
48.66,1.9335765417493995e-05,7.95232119093392e-06,2.4314618277161415,Not Calm
49.21,2.2493036291319535e-05,8.794652831493146e-06,2.5575809213040523,Not Calm
49.75,2.0458548709464827e-05,8.376033636012184e-06,2.4425103334715246,Not Calm
50.30,1.9546322020939034e-05,8.849826172768955e-06,2.2086673386968156,Not Calm
50.85,2.0796112666259127e-05,1.4494401844052368e-05,1.4347686016993246,Not Calm
51.39,4.026249741463598e-05,1.130056880392199e-05,3.5628735255045236,Not Calm
51.94,1.3950520992404678e-05,4.3752121753716635e-06,3.188535877398818,Not Calm
52.49,1.0804488464954847e-05,3.403134357672272e-06,3.1748639134968113,Not Calm
53.03,1.9392307460726936e-05,3.102610480901363e-06,6.250319716283924,Not Calm
53.58,1.0893775293031565e-05,3.1061020142088234e-06,3.507217484550775,Not Calm
54.13,3.077474052070783e-06,2.2028526261714395e-06,1.3970403718833595,Not Calm
54.67,2.6536307285171542e-06,1.988056908907597e-06,1.3347861002506605,Not Calm
55.22,5.772073935681455e-06,1.57846939286122e-06,3.6567537905937333,Not Calm
55.77,8.679488610573464e-06,2.0055579634899027e-06,4.3277176569208455,Not Calm
56.32,1.655919947632667e-05,2.263684222218603e-06,7.3151543460850945,Not Calm
56.87,2.089825359161925e-05,2.703389845744071e-06,7.730388432330333,Not Calm
57.41,1.606751625629148e-05,3.0581033416055207e-06,5.254078904951573,Not Calm
57.96,6.8586565121295154e-06,4.511404192239526e-06,1.5202930661650114,Not Calm
58.51,6.7577620685788614e-06,2.985954284968263e-06,2.2631833657328375,Not Calm
59.05,1.1985426435743433e-05,4.0931309132508755e-06,2.9281805761312145,Not Calm
59.60,1.582555049913113e-05,3.916755901888934e-06,4.040474028902067,Not Calm
60.14,1.989166909770518e-05,4.4557921440270805e-06,4.46422733707847,Not Calm
60.69,1.6800013320254793e-05,5.181045738176835e-06,3.2425912005491333,Not Calm
61.24,6.656441844409754e-06,4.305989060369937e-06,1.5458566547862722,Not Calm
61.79,9.094683532870993e-06,2.7118183336537336e-06,3.353721530681367,Not Calm
62.33,8.421205567518172e-06,3.7999390758836707e-06,2.216142258954463,Not Calm
62.88,2.1929163886106336e-06,2.8186466397874076e-06,0.7780033004690617,Not Calm
63.43,2.926105840080089e-06,2.792934084013973e-06,1.0476816681168224,Not Calm
63.97,4.716860503960808e-06,2.746697080597615e-06,1.7172845659902667,Not Calm
64.52,5.174712094347902e-06,2.5083940612155817e-06,2.062958198776873,Not Calm
65.07,3.6376098895244628e-06,2.0341856521590647e-06,1.7882388884532439,Not Calm
65.62,3.888803783096567e-06,2.1461901851625784e-06,1.8119567454838499,Not Calm
66.16,7.88060659652926e-06,1.6899396416294455e-06,4.663247374285364,Not Calm
66.71,1.3585387431915e-05,1.747306162052524e-06,7.775046941948931,Not Calm
67.26,1.0785909361241955e-05,2.0433230251295282e-06,5.278611961296832,Not Calm
67.81,7.3366249648799754e-06,3.0845106299859296e-06,2.3785377471412517,Not Calm
68.35,7.786043791524805e-06,3.366194158132921e-06,2.313010903638244,Not Calm
68.90,5.438275911551197e-06,2.845426791325875e-06,1.9112338184659954,Not Calm
69.45,4.032592921586519e-06,3.6494968412557114e-06,1.1049723008388719,Not Calm
70.00,5.451817011698019e-06,3.195949854768709e-06,1.7058518623386119,Not Calm
70.54,7.711924069474962e-06,3.8899572614080555e-06,1.982521542327553,Not Calm
71.09,1.0712294736228413e-05,3.6415874435665544e-06,2.941655226528582,Not Calm
71.64,1.076306739959156e-05,2.534329889425997e-06,4.246908598797018,Not Calm
72.18,4.475178761053464e-06,2.313574545567189e-06,1.9343136228862436,Not Calm
72.73,8.860260628645923e-06,2.1366160216229516e-06,4.146866137377253,Not Calm
73.28,1.968675593571341e-05,1.6506802205356517e-06,11.926450496465625,Not Calm
73.82,3.065876763550704e-05,1.4058042079387838e-06,21.80870384536656,Not Calm
74.37,1.5905160912219707e-05,2.4640401939307758e-06,6.454911308425898,Not Calm
74.91,1.606006524551417e-05,2.484313147886173e-06,6.464589723392638,Not Calm
75.46,2.354238554343567e-05,2.3776096565052545e-06,9.901703367927771,Not Calm
76.01,1.1653907629936183e-05,2.449234019177936e-06,4.758184615550831,Not Calm
76.55,5.473261674640645e-06,2.5629236570148377e-06,2.1355539247765267,Not Calm
77.10,4.5134293223182e-06,2.543666698339708e-06,1.7743792161387288,Not Calm
77.65,4.879093662978502e-06,2.6812614312618675e-06,1.8197008341265257,Not Calm
78.19,8.28783155368997e-06,2.987800793565754e-06,2.7738902712449445,Not Calm
78.74,1.6039648647999245e-05,2.2492795692319046e-06,7.1310160228221635,Not Calm
79.29,1.5691194647012856e-05,2.0278420307755418e-06,7.737878201987858,Not Calm
79.83,1.3724665660674291e-05,2.6318568209996376e-06,5.214822307644137,Not Calm
80.38,5.19160335155994e-06,2.2709074913523787e-06,2.2861359924741884,Not Calm
80.93,7.121234332507404e-06,2.5594493893147375e-06,2.7823305911956444,Not Calm
81.47,1.1891517058883089e-05,2.494401496455329e-06,4.767282683153268,Not Calm
82.02,8.973636395732067e-06,2.921571270736397e-06,3.071510349795511,Not Calm
82.57,1.0954393326018757e-05,3.0448119963829664e-06,3.5977240430712456,Not Calm
83.11,1.233840475131783e-05,1.9027639680790572e-06,6.484464157566593,Not Calm
83.66,2.3267080098107274e-05,2.593466451444311e-06,8.971421274853874,Not Calm
84.21,2.2559866104385712e-05,3.5496482891016685e-06,6.355521524104315,Not Calm
84.75,1.3379144509691413e-05,2.733512570033555e-06,4.894488013833124,Not Calm
85.30,7.190949509504012e-06,1.989667738965923e-06,3.6141459042007265,Not Calm
85.85,6.396635325827741e-06,2.552490424060859e-06,2.5060369533731994,Not Calm
86.39,4.0000690174460405e-06,2.312612028497872e-06,1.7296757813908954,Not Calm
86.94,5.410701820897368e-06,2.6685468604549894e-06,2.0275835890604665,Not Calm
87.49,6.463672814670119e-06,1.8760507524325033e-06,3.445361382835334,Not Calm
88.03,4.427525892307067e-06,1.655287464574159e-06,2.674777636551544,Not Calm
88.58,9.673676912020452e-06,2.3309580310750612e-06,4.15008626627175,Not Calm
89.13,1.9430373303659623e-05,2.689726764589173e-06,7.223920867898046,Not Calm
89.68,1.3256899658569567e-05,2.962368899168253e-06,4.475100876967659,Not Calm
90.22,2.88845395334694e-06,1.9991202901514467e-06,1.444862506561884,Not Calm
90.77,7.3315094066182185e-06,1.6894407882611293e-06,4.33960719876086,Not Calm
91.32,2.4478342064513415e-05,1.5795022465287063e-06,15.497503797990666,Not Calm
91.87,1.2674749788050028e-05,1.8334086546805748e-06,6.91321585926422,Not Calm
92.41,9.36110149416668e-06,1.9030993057059257e-06,4.918871793027281,Not Calm
92.96,1.013069884302817e-05,1.7234244834947315e-06,5.878237741223977,Not Calm
93.51,6.703762595735279e-06,2.49271159453966e-06,2.689345454331748,Not Calm
94.06,7.691105152827677e-06,3.1212423261450123e-06,2.4641166398402703,Not Calm
94.60,7.36472292857227e-06,3.942638763064001e-06,1.8679679704789423,Not Calm
95.15,5.248378581374699e-06,3.1570510209960023e-06,1.6624307134950622,Not Calm
95.70,7.168658965319101e-06,2.054918491473715e-06,3.488536890909961,Not Calm
96.25,6.016992476211868e-06,2.3960348517197526e-06,2.5112291133383033,Not Calm
96.80,7.070604558840132e-06,2.805042230719657e-06,2.5206766876469127,Not Calm
97.35,7.079947268015407e-06,2.3891562500287994e-06,2.9633672004206772,Not Calm
97.89,5.217994083598205e-06,1.6613588362019052e-06,3.1407989471601794,Not Calm
98.44,3.6507043108147765e-06,1.826747833122072e-06,1.9984719536113549,Not Calm
98.99,9.355377166853306e-06,2.6266515827515064e-06,3.561712268306721,Not Calm
99.53,1.2608456795175421e-05,2.5566972879429705e-06,4.931540724291121,Not Calm
100.08,1.022273154381071e-05,1.5937670799228496e-06,6.414194189721605,Not Calm
100.63,1.182810875948222e-05,1.8889308328162438e-06,6.26180088439102,Not Calm
101.18,7.591655483847718e-06,1.8756947082157289e-06,4.047383324479999,Not Calm
101.72,3.8007980109417794e-06,2.2004060385151208e-06,1.7273166608407582,Not Calm
102.27,3.922499513144393e-06,2.2389396851838122e-06,1.7519451457766109,Not Calm
102.82,6.29602259769405e-06,2.4148022090256317e-06,2.6072622321454992,Not Calm
103.37,5.3279486447478455e-06,2.676906209939134e-06,1.990338184044554,Not Calm
103.92,5.66594361565948e-06,2.4506811032880143e-06,2.3119873116325222,Not Calm
104.46,5.469636837337825e-06,2.279435558042001e-06,2.3995575650474437,Not Calm
105.01,5.115088568337162e-06,2.271882747559167e-06,2.2514755983039345,Not Calm
105.56,5.843031029826542e-06,1.5723858568279528e-06,3.71602873712815,Not Calm
106.10,9.81205590588885e-06,2.191714537032659e-06,4.476885899188905,Not Calm
106.65,1.6122404281145178e-05,3.2236600181676233e-06,5.00127314613946,Not Calm
107.20,8.660906482852993e-06,3.1452332357732296e-06,2.753661122598363,Not Calm
107.74,2.60814072519053e-06,2.9579041093230872e-06,0.8817529672344246,Not Calm
108.29,5.291389172568988e-06,2.191237675708607e-06,2.4147947213703547,Not Calm
108.84,5.552676134963713e-06,1.93743208846199e-06,2.8659978164043136,Not Calm
109.39,1.1120105543245486e-05,2.295182250333191e-06,4.844977143593361,Not Calm
109.93,9.06746563402509e-06,1.9920699140834576e-06,4.551780823514415,Not Calm
110.48,1.0956159595142082e-05,2.0971152342224925e-06,5.224395596555803,Not Calm
111.03,1.1087439721588518e-05,1.675069136648848e-06,6.6190937908211405,Not Calm
111.57,1.5658373144754395e-05,1.5501112717452549e-06,10.101451057203647,Not Calm
112.12,1.57875076659148e-05,1.2695637717629927e-06,12.435379787177855,Not Calm
112.67,1.4175586478650655e-05,1.8883860328489982e-06,7.506720676843823,Not Calm
113.21,7.550342256405623e-06,2.5593968521428585e-06,2.9500474887605215,Not Calm
113.76,8.955634828470052e-06,3.3888580182113142e-06,2.6426704159169696,Not Calm
114.31,9.615391524696377e-06,3.187760579843368e-06,3.016346831533011,Not Calm
114.85,1.2407754402003039e-05,3.353694750001837e-06,3.699726816817852,Not Calm
115.40,1.7131949225891424e-05,2.9789324421281367e-06,5.751036506773692,Not Calm
115.95,1.469065535459295e-05,3.2455594532090758e-06,4.526386148948045,Not Calm
116.49,8.238296674760218e-06,3.3536119349361877e-06,2.456544416763884,Not Calm
117.04,8.232416021562763e-06,2.2461960319137528e-06,3.665047887449417,Not Calm
117.58,1.0829584308208254e-05,1.565328750749393e-06,6.91840886652318,Not Calm
118.13,1.0512059993345875e-05,2.617389817866063e-06,4.016237826552055,Not Calm
118.68,5.304418453627962e-06,3.075411576745395e-06,1.724783275753111,Not Calm
119.23,1.3324829306741556e-05,2.037432223555682e-06,6.540011075061607,Not Calm
119.77,1.6026105254991343e-05,1.9888324782039043e-06,8.058046834323807,Not Calm
120.35,1.3637520460879975e-05,1.8243827740560762e-06,7.475142089047591,Not Calm
120.87,1.1933612658291672e-05,1.4974191599672053e-06,7.96945369561922,Not Calm
121.42,1.362399847529478e-05,2.490716581492771e-06,5.4699111799904,Not Calm
121.97,9.260622218261645e-06,2.493236748232472e-06,3.714297178086585,Not Calm
122.51,6.4082936837721325e-06,3.3649393147203997e-06,1.9044306848976895,Not Calm
123.06,6.053040015703299e-06,2.6427772236724895e-06,2.2904087266545297,Not Calm
123.61,2.0494238905601627e-06,2.5299494744895366e-06,0.810065146053429,Not Calm
124.16,7.832145127081456e-06,2.256084762219654e-06,3.4715651017365956,Not Calm
124.70,1.0832746849242027e-05,2.4272574938277717e-06,4.462957422847976,Not Calm
125.25,7.211462224766219e-06,1.7441562552493222e-06,4.134642296561532,Not Calm
125.80,5.155308773179103e-06,3.1668004503214533e-06,1.6279234685140336,Not Calm
126.34,6.507222013552142e-06,4.04008822785856e-06,1.6106633436075433,Not Calm
126.89,7.3441643185928895e-06,3.32780248574662e-06,2.2069111222943167,Not Calm
127.44,1.155191496116586e-05,2.9176452293504424e-06,3.959328174980915,Not Calm
127.99,7.981728925301887e-06,2.7940925497303106e-06,2.8566444322226525,Not Calm
128.53,6.462452363921189e-06,1.992402799980915e-06,3.2435471200818893,Not Calm
129.08,6.514110400713696e-06,1.6700500472137293e-06,3.9005480174571288,Not Calm
129.63,7.449916234855266e-06,1.5345009557326734e-06,4.8549440174823335,Not Calm
130.18,1.05106048829568e-05,1.9717883573494654e-06,5.330493429368585,Not Calm
130.72,6.465212558828457e-06,1.715927020005084e-06,3.7677666261175267,Not Calm
131.27,8.450003685709963e-06,1.8149809630816515e-06,4.655698245651417,Not Calm
131.82,4.447090467963559e-06,2.2970911004072245e-06,1.9359660864887709,Not Calm
132.36,7.600241782335736e-06,2.099185941607535e-06,3.6205662546098933,Not Calm
132.91,1.5795613611927783e-05,2.133192226303768e-06,7.404683655395281,Not Calm
133.46,8.905202036307987e-06,1.7934165338206549e-06,4.965495671736973,Not Calm
134.00,4.955304857763476e-06,2.0939605451556373e-06,2.3664747978310947,Not Calm
134.55,1.0365159078203475e-05,2.037047845546391e-06,5.088323821585674,Not Calm
135.10,1.6627517974973384e-05,1.7985684884155409e-06,9.24486227912371,Not Calm
135.65,1.9956603142051104e-05,1.1326041811476838e-06,17.620103716930302,Not Calm
136.19,1.5622723478364122e-05,1.6852787352703897e-06,9.27011250507328,Not Calm
136.74,1.8990738477676395e-05,2.512385396650515e-06,7.558847660472251,Not Calm
137.28,1.438866603701374e-05,1.9696242179016494e-06,7.305284889491655,Not Calm
137.83,3.0067017408274202e-06,1.3634883410490266e-06,2.205153979178256,Not Calm
138.39,2.538064005108848e-06,1.9715156872995226e-06,1.2873668829819727,Not Calm
138.93,5.5955847648252215e-06,2.597826152147606e-06,2.153948893077155,Not Calm
139.48,1.1451186294420128e-05,2.2724151846187432e-06,5.039213948194666,Not Calm
140.03,1.2149434711447122e-05,2.722493274688322e-06,4.462613305385674,Not Calm
140.58,5.550286312908226e-06,2.247620328998397e-06,2.469405638176262,Not Calm
141.13,2.587235201803347e-06,2.704443868686126e-06,0.9566607137830072,Not Calm
141.68,6.108542210570519e-06,2.6496901620333853e-06,2.3053798131185244,Not Calm
142.23,7.57896272838888e-06,3.4995097192860285e-06,2.1657212970779067,Not Calm
142.78,7.0813981425079215e-06,3.7768328972550596e-06,1.8749566992107503,Not Calm
143.33,5.592273999265258e-06,3.164729564513976e-06,1.7670622039782704,Not Calm
143.88,9.91233725093544e-06,3.1013615023397495e-06,3.196124425823081,Not Calm
144.42,5.101399579542376e-06,4.1344127503087304e-06,1.2338873469179963,Not Calm
144.97,4.508655776336518e-06,2.9526492340872656e-06,1.5269865869219144,Not Calm
